"","STATE","EVTYPE","FATALITIES","INJURIES","BGN_DATE"
"364281","NE","HAIL",0,25,1999-06-27
"364367","NE","TORNADO",0,1,1999-07-02
"364400","NE","EXCESSIVE HEAT",2,0,1999-07-19
"364465","NE","EXCESSIVE HEAT",1,0,1999-07-28
"364476","NE","FLASH FLOOD",1,0,1999-08-07
"364585","NE","FLASH FLOOD",0,2,1999-08-28
"364689","NV","HIGH WIND",0,1,1999-02-18
"364735","NV","FLASH FLOOD",1,0,1999-07-08
"364746","NV","LIGHTNING",0,1,1999-08-03
"364817","NH","STRONG WINDS",1,1,1999-03-07
"364823","NH","STRONG WINDS",0,1,1999-03-22
"364824","NH","LIGHTNING",0,1,1999-03-22
"364843","NH","TSTM WIND",0,3,1999-07-05
"364853","NH","LIGHTNING",0,1,1999-07-06
"364876","NH","TSTM WIND",1,0,1999-07-06
"364886","NH","TSTM WIND",1,0,1999-07-06
"364899","NH","LIGHTNING",0,1,1999-07-25
"364901","NH","LIGHTNING",0,2,1999-07-25
"364915","NH","LIGHTNING",0,2,1999-08-05
"364928","NH","LIGHTNING",0,2,1999-08-17
"364945","NH","STRONG WINDS",0,3,1999-12-11
"364977","NJ","FLOOD",0,2,1999-01-03
"364982","NJ","WINTER STORM",0,25,1999-01-13
"365007","NJ","LIGHTNING",0,1,1999-01-18
"365008","NJ","HIGH WIND",0,1,1999-01-18
"365011","NJ","HIGH WIND",0,1,1999-01-18
"365026","NJ","WIND",1,0,1999-03-04
"365063","NJ","LIGHTNING",0,1,1999-04-16
"365110","NJ","FLASH FLOOD",0,1,1999-05-24
"365124","NJ","EXCESSIVE HEAT",17,160,1999-07-04
"365125","NJ","EXCESSIVE HEAT",10,0,1999-07-04
"365128","NJ","EXCESSIVE HEAT",1,0,1999-07-16
"365132","NJ","LIGHTNING",0,1,1999-07-19
"365166","NJ","LIGHTNING",1,6,1999-08-14
"365177","NJ","TORNADO",0,1,1999-08-20
"365216","NJ","FLASH FLOOD",0,5,1999-09-16
"365217","NJ","FLASH FLOOD",1,0,1999-09-16
"365219","NJ","FLASH FLOOD",0,72,1999-09-16
"365224","NJ","FLOOD",2,0,1999-09-16
"365225","NJ","FLOOD",1,0,1999-09-16
"365226","NJ","FLASH FLOOD",0,3,1999-09-16
"365227","NJ","FLASH FLOOD",0,6,1999-09-16
"365229","NJ","FLASH FLOOD",2,100,1999-09-16
"365232","NJ","HIGH WIND",0,2,1999-09-16
"365237","NJ","WIND",1,1,1999-10-14
"365241","NJ","WIND",1,0,1999-10-18
"365242","NJ","HIGH WIND",0,1,1999-11-02
"365294","NM","HIGH WIND",0,3,1999-04-13
"365296","NM","HIGH WIND",0,2,1999-04-29
"365302","NM","LIGHTNING",0,1,1999-04-29
"365314","NM","HIGH WIND",7,0,1999-05-01
"365349","NM","TSTM WIND",0,2,1999-05-24
"365504","NM","HEAVY RAIN",1,4,1999-07-31
"365537","NM","LIGHTNING",0,1,1999-09-14
"365595","NY","EXCESSIVE SNOW",0,1,1999-01-15
"365612","NY","EXCESSIVE SNOW",0,1,1999-01-17
"365619","NY","TSTM WIND",0,1,1999-01-18
"365674","NY","WIND",0,3,1999-03-18
"365702","NY","TSTM WIND",0,2,1999-06-07
"365733","NY","TSTM WIND",0,11,1999-07-03
"365738","NY","TSTM WIND",1,0,1999-07-03
"365761","NY","EXCESSIVE HEAT",33,0,1999-07-04
"365773","NY","LIGHTNING",0,1,1999-07-06
"365786","NY","TSTM WIND",0,2,1999-07-06
"365792","NY","TSTM WIND",1,0,1999-07-06
"365937","NY","HAIL",0,3,1999-07-30
"365947","NY","TSTM WIND",0,12,1999-07-31
"365949","NY","TSTM WIND",0,4,1999-07-31
"365975","NY","TORNADO",0,1,1999-08-08
"366031","NY","FLOOD",1,0,1999-09-16
"366047","NY","FLASH FLOOD",1,0,1999-09-16
"366058","NY","LIGHTNING",1,0,1999-09-25
"366077","NY","WIND",0,1,1999-10-14
"366082","NY","HIGH WIND",1,0,1999-11-02
"366124","NC","FLASH FLOOD",1,0,1999-01-23
"366179","NC","HIGH WIND",0,4,1999-03-03
"366204","NC","GUSTY WIND",1,0,1999-03-03
"366238","NC","TSTM WIND",0,8,1999-04-11
"366261","NC","TSTM WIND",0,2,1999-04-15
"366263","NC","TORNADO",1,4,1999-04-15
"366266","NC","TORNADO",0,5,1999-04-15
"366273","NC","TORNADO",0,11,1999-04-15
"366274","NC","TORNADO",0,2,1999-04-15
"366275","NC","TORNADO",0,8,1999-04-15
"366276","NC","TORNADO",0,7,1999-04-15
"366402","NC","LIGHTNING",0,7,1999-07-03
"366449","NC","EXCESSIVE HEAT",1,15,1999-07-20
"366454","NC","EXCESSIVE HEAT",2,0,1999-07-23
"366474","NC","LIGHTNING",1,0,1999-07-24
"366496","NC","LIGHTNING",2,0,1999-07-24
"366497","NC","LIGHTNING",0,1,1999-07-25
"366498","NC","LIGHTNING",0,3,1999-07-27
"366517","NC","EXCESSIVE HEAT",0,1,1999-08-01
"366538","NC","EXCESSIVE HEAT",1,0,1999-08-02
"366539","NC","LIGHTNING",1,2,1999-08-08
"366555","NC","LIGHTNING",0,1,1999-08-14
"366564","NC","LIGHTNING",0,1,1999-08-14
"366579","NC","LIGHTNING",0,5,1999-08-14
"366678","NC","HURRICANE",13,0,1999-09-14
"366688","NC","FLOOD",1,1,1999-09-15
"366720","NC","HIGH WIND",0,1,1999-09-15
"366721","NC","FLOOD",1,0,1999-09-15
"366725","NC","FLASH FLOOD",8,0,1999-09-15
"366727","NC","FLASH FLOOD",2,0,1999-09-15
"366729","NC","FLASH FLOOD",3,0,1999-09-15
"366730","NC","FLASH FLOOD",4,0,1999-09-15
"366733","NC","FLASH FLOOD",2,0,1999-09-15
"366739","NC","FLASH FLOOD",2,0,1999-09-16
"366831","NC","HURRICANE",1,0,1999-10-16
"366866","NC","TORNADO",0,1,1999-10-17
"366899","ND","WINTER STORM",2,0,1999-01-01
"366953","ND","TSTM WIND",0,1,1999-06-05
"367098","ND","TSTM WIND",1,0,1999-06-25
"367339","OH","TORNADO",0,4,1999-07-28
"367356","OH","TORNADO",0,6,1999-10-13
"367460","OH","WINTER STORM",0,56,1999-01-02
"367476","OH","HEAVY SNOW",0,2,1999-01-14
"367487","OH","FLOOD",2,1,1999-01-21
"367550","OH","HIGH WIND",0,2,1999-04-06
"367553","OH","TORNADO",4,65,1999-04-09
"367599","OH","TSTM WIND",0,1,1999-05-06
"367673","OH","LIGHTNING",0,2,1999-06-10
"367690","OH","LIGHTNING",1,0,1999-06-11
"367705","OH","LIGHTNING",0,1,1999-06-12
"367733","OH","HIGH WIND",0,15,1999-06-29
"367747","OH","LIGHTNING",0,1,1999-07-03
"367750","OH","LIGHTNING",0,2,1999-07-03
"367759","OH","LIGHTNING",0,1,1999-07-06
"367760","OH","LIGHTNING",0,1,1999-07-06
"367767","OH","LIGHTNING",0,1,1999-07-06
"367771","OH","LIGHTNING",1,0,1999-07-06
"367809","OH","TSTM WIND",0,1,1999-07-09
"367824","OH","TSTM WIND",0,1,1999-07-09
"367835","OH","TSTM WIND",0,1,1999-07-09
"367865","OH","EXCESSIVE HEAT",13,0,1999-07-20
"367896","OH","TSTM WIND",3,0,1999-07-24
"368003","OH","TSTM WIND",1,0,1999-07-31
"368004","OH","TSTM WIND",0,2,1999-07-31
"368013","OH","LIGHTNING",0,1,1999-07-31
"368088","OH","LIGHTNING",0,1,1999-09-29
"368102","OH","TSTM WIND",1,0,1999-10-13
"368133","OH","TSTM WIND/HAIL",0,1,1999-10-13
"368135","OH","TSTM WIND",0,2,1999-10-13
"368166","OH","TSTM WIND",0,6,1999-10-13
"368297","OK","TORNADO",0,4,1999-03-08
"368411","OK","TSTM WIND",0,3,1999-04-02
"368574","OK","TORNADO",0,1,1999-04-21
"368678","OK","LIGHTNING",1,1,1999-04-24
"368818","OK","TORNADO",0,3,1999-05-03
"368827","OK","TORNADO",0,4,1999-05-03
"368831","OK","TORNADO",0,4,1999-05-03
"368836","OK","TORNADO",12,39,1999-05-03
"368846","OK","TORNADO",1,17,1999-05-03
"368850","OK","TORNADO",11,293,1999-05-03
"368857","OK","TORNADO",12,234,1999-05-03
"368865","OK","TORNADO",0,4,1999-05-03
"368882","OK","TORNADO",0,4,1999-05-03
"368890","OK","TORNADO",1,10,1999-05-03
"368893","OK","TORNADO",1,11,1999-05-03
"368898","OK","TORNADO",1,13,1999-05-03
"368915","OK","TORNADO",0,13,1999-05-03
"368919","OK","TORNADO",1,3,1999-05-03
"368922","OK","TORNADO",0,10,1999-05-03
"368934","OK","TORNADO",0,13,1999-05-03
"369029","OK","HIGH WIND",0,3,1999-05-04
"369225","OK","TSTM WIND",0,3,1999-05-17
"369503","OK","TSTM WIND",0,3,1999-05-31
"369540","OK","TORNADO",2,5,1999-06-01
"369682","OK","FLASH FLOOD",1,0,1999-06-20
"369690","OK","TSTM WIND",0,1,1999-06-23
"369808","OK","FLASH FLOOD",1,0,1999-06-30
"369862","OK","EXCESSIVE HEAT",8,1,1999-07-26
"369895","OK","LIGHTNING",0,1,1999-08-10
"369923","OK","EXCESSIVE HEAT",2,0,1999-08-17
"370118","OK","LIGHTNING",0,2,1999-09-10
"370172","OK","LIGHTNING",0,2,1999-09-24
"370291","OK","TORNADO",0,1,1999-12-02
"370492","OR","FOG",1,4,1999-01-04
"370525","OR","AVALANCHE",1,0,1999-01-29
"370578","OR","HIGH WIND",0,2,1999-03-02
"370593","OR","WINTER STORM",1,0,1999-03-30
"370597","OR","HEAVY SNOW",0,2,1999-04-08
"370700","OR","HAIL",0,1,1999-08-10
"370721","OR","LIGHTNING",0,1,1999-08-30
"370735","OR","HIGH WIND",8,33,1999-09-25
"370779","OR","TORNADO",0,1,1999-12-02
"370795","OR","FOG",0,2,1999-12-25
"370798","PA","WINTER STORM",2,1,1999-01-02
"370799","PA","WINTER STORM",0,14,1999-01-02
"370803","PA","WINTER STORM",1,0,1999-01-02
"370817","PA","WINTRY MIX",1,0,1999-01-08
"370829","PA","WINTER STORM",0,48,1999-01-13
"370831","PA","WINTRY MIX",0,72,1999-01-13
"370860","PA","HIGH WIND",0,1,1999-01-18
"370861","PA","TORNADO",0,18,1999-01-18
"370902","PA","TSTM WIND",0,2,1999-02-12
"370921","PA","HEAVY SNOW",0,2,1999-03-09
"371009","PA","TSTM WIND",0,2,1999-05-24
"371026","PA","TSTM WIND",0,1,1999-06-02
"371049","PA","EXCESSIVE HEAT",2,1,1999-06-07
"371085","PA","LIGHTNING",0,2,1999-06-10
"371086","PA","TSTM WIND",1,1,1999-06-10
"371095","PA","EXCESSIVE HEAT",1,0,1999-06-27
"371112","PA","EXCESSIVE HEAT",74,135,1999-07-04
"371113","PA","EXCESSIVE HEAT",2,0,1999-07-05
"371134","PA","LIGHTNING",0,1,1999-07-06
"371142","PA","TSTM WIND",1,2,1999-07-09
"371185","PA","TSTM WIND",0,1,1999-07-09
"371230","PA","EXCESSIVE HEAT",4,0,1999-07-23
"371304","PA","EXCESSIVE HEAT",5,0,1999-08-01
"371313","PA","LIGHTNING",0,1,1999-08-13
"371314","PA","TSTM WIND",1,1,1999-08-13
"371382","PA","FLASH FLOOD",0,1,1999-08-20
"371441","PA","FLASH FLOOD",0,15,1999-09-16
"371442","PA","FLASH FLOOD",1,14,1999-09-16
"371443","PA","FLASH FLOOD",1,0,1999-09-16
"371444","PA","FLASH FLOOD",1,1,1999-09-16
"371445","PA","FLASH FLOOD",3,8,1999-09-16
"371536","PA","HIGH WIND",0,1,1999-11-02
"371542","PA","TORNADO",0,12,1999-11-26
"371661","SC","TSTM WIND",0,2,1999-03-21
"371682","SC","TSTM WIND",0,1,1999-04-08
"371728","SC","HAIL",0,2,1999-04-24
"371769","SC","LIGHTNING",0,3,1999-04-27
"371790","SC","TSTM WIND",0,6,1999-05-06
"371797","SC","TSTM WIND",0,12,1999-05-06
"371804","SC","TSTM WIND",0,1,1999-05-06
"371902","SC","LIGHTNING",0,1,1999-07-05
"371910","SC","LIGHTNING",0,1,1999-07-06
"371945","SC","EXCESSIVE HEAT",0,15,1999-07-20
"371951","SC","EXCESSIVE HEAT",1,0,1999-07-23
"371995","TN","TSTM WIND",0,1,1999-05-05
"372008","TN","TORNADO",3,0,1999-05-05
"372022","TN","TSTM WIND",0,1,1999-05-05
"372029","TN","TSTM WIND",0,2,1999-05-05
"372038","SC","EXCESSIVE HEAT",7,0,1999-07-26
"372045","SC","TSTM WIND",0,1,1999-07-31
"372053","SC","EXCESSIVE HEAT",9,0,1999-08-01
"372054","SC","EXCESSIVE HEAT",2,0,1999-08-01
"372055","SC","EXCESSIVE HEAT",2,0,1999-08-01
"372093","SC","LIGHTNING",0,1,1999-08-19
"372146","SC","LIGHTNING",0,1,1999-08-21
"372192","SC","HIGH WIND",0,1,1999-09-15
"372203","SC","TORNADO",0,6,1999-09-29
"372247","SD","WINTER STORM",0,3,1999-03-10
"372326","SD","HAIL",0,1,1999-05-21
"372366","SD","TORNADO",1,54,1999-06-04
"372752","SD","LIGHTNING",0,1,1999-08-11
"372845","TN","TORNADO",0,11,1999-01-17
"372847","TN","TORNADO",0,4,1999-01-17
"372852","TN","TORNADO",0,2,1999-01-17
"372856","TN","TORNADO",6,106,1999-01-17
"372858","TN","TORNADO",1,4,1999-01-17
"372863","TN","TSTM WIND",1,4,1999-01-17
"372866","TN","TORNADO",1,1,1999-01-17
"372961","TN","TORNADO",1,5,1999-01-22
"372973","TN","TORNADO",0,5,1999-01-22
"372977","TN","TORNADO",0,1,1999-01-22
"372989","TN","TSTM WIND",0,1,1999-01-22
"373096","TN","HIGH WIND",1,0,1999-04-14
"373123","TN","TSTM WIND",0,3,1999-05-05
"373130","TN","TORNADO",0,17,1999-05-05
"373215","TN","HAIL",0,4,1999-05-13
"373339","TN","LIGHTNING",0,1,1999-06-10
"373343","TN","LIGHTNING",1,0,1999-06-26
"373530","TN","LIGHTNING",0,1,1999-07-24
"373652","TX","TORNADO",0,7,1999-01-01
"373654","TX","TORNADO",0,1,1999-01-01
"373700","TX","TORNADO",0,5,1999-01-01
"373707","TX","TORNADO",1,10,1999-01-02
"373785","TX","FLASH FLOOD",1,0,1999-01-28
"373923","TX","TORNADO",1,3,1999-03-02
"373924","TX","TORNADO",0,3,1999-03-02
"373939","TX","HIGH WIND",0,1,1999-03-07
"374125","TX","LIGHTNING",0,1,1999-03-27
"374379","TX","TSTM WIND",0,2,1999-04-26
"374407","TX","TORNADO",0,1,1999-04-26
"374598","TX","TORNADO",0,7,1999-05-04
"374612","TX","TORNADO",1,0,1999-05-04
"374621","TX","TORNADO",0,22,1999-05-04
"374625","TX","TORNADO",0,2,1999-05-04
"374655","TX","TORNADO",0,4,1999-05-04
"374688","TX","HAIL",0,1,1999-05-09
"374740","TX","TSTM WIND",0,1,1999-05-10
"374807","TX","TORNADO",1,6,1999-05-11
"374868","TX","FLASH FLOOD",0,3,1999-05-12
"374997","TX","FLASH FLOOD",0,1,1999-05-17
"375187","TX","FLOOD",0,1,1999-05-24
"375442","TX","LIGHTNING",1,1,1999-05-27
"375492","TX","LIGHTNING",1,0,1999-05-30
"375685","TX","EXCESSIVE HEAT",1,0,1999-06-07
"375800","TX","TSTM WIND",0,2,1999-06-11
"375818","TX","FLASH FLOOD",1,0,1999-06-11
"375852","TX","LIGHTNING",0,1,1999-06-12
"375874","TX","FLASH FLOOD",0,1,1999-06-14
"375919","TX","FLASH FLOOD",0,1,1999-06-21
"375996","TX","EXCESSIVE HEAT",3,0,1999-06-26
"376049","TX","EXCESSIVE HEAT",1,0,1999-07-10
"376068","TX","LIGHTNING",0,1,1999-07-12
"376088","TX","LIGHTNING",1,0,1999-07-18
"376096","TX","EXCESSIVE HEAT",1,0,1999-07-29
"376103","TX","EXCESSIVE HEAT",3,0,1999-08-01
"376104","TX","EXCESSIVE HEAT",2,0,1999-08-01
"376105","TX","EXCESSIVE HEAT",6,0,1999-08-01
"376123","TX","EXCESSIVE HEAT",1,0,1999-08-04
"376127","TX","EXCESSIVE HEAT",2,0,1999-08-10
"376134","TX","EXCESSIVE HEAT",1,0,1999-08-14
"376141","TX","EXCESSIVE HEAT",1,0,1999-08-16
"376203","TX","TSTM WIND",1,0,1999-08-31
"376283","TX","LIGHTNING",0,6,1999-09-25
"376301","TX","LIGHTNING",0,1,1999-10-07
"376327","TX","TORNADO",2,3,1999-12-02
"376365","UT","AVALANCHE",2,0,1999-01-02
"376370","UT","WINTER STORM",0,4,1999-01-26
"376371","UT","AVALANCHE",1,0,1999-01-29
"376372","UT","WINTER STORM",0,35,1999-04-01
"376377","UT","WINTER STORM",0,19,1999-04-08
"376390","UT","LIGHTNING",0,1,1999-05-04
"376391","UT","AVALANCHE",0,1,1999-05-05
"376394","UT","LIGHTNING",1,0,1999-05-29
"376412","UT","TORNADO",1,80,1999-08-11
"376435","UT","TORNADO",0,1,1999-09-03
"376444","UT","HEAVY SNOW",0,2,1999-12-02
"376476","VT","LIGHTNING",0,1,1999-06-06
"376481","VT","TSTM WIND",1,0,1999-07-05
"376517","VT","LIGHTNING",0,1,1999-07-07
"376530","VT","HIGH WIND",1,0,1999-09-16
"376558","VT","WINTER STORM",0,1,1999-11-15
"376562","VT","WINTER STORM",0,3,1999-11-15
"376665","WI","EXCESSIVE HEAT",3,0,1999-07-23
"376684","AL","TSTM WIND",0,2,2000-02-13
"376694","AL","TORNADO",0,1,2000-04-03
"376702","AK","AVALANCHE",0,1,2000-11-11
"376704","AK","HIGH WIND",0,2,2000-11-12
"376712","VA","TORNADO",0,17,1999-03-03
"376750","VA","LIGHTNING",1,0,1999-04-04
"376915","VA","UNSEASONABLY WARM",0,12,1999-06-07
"376928","VA","EXCESSIVE HEAT",1,80,1999-07-04
"377012","VA","TSTM WIND",0,1,1999-07-24
"377049","VA","TSTM WIND",1,0,1999-07-28
"377098","VA","TSTM WIND",0,1,1999-07-31
"377111","VA","LIGHTNING",0,2,1999-08-01
"377252","VA","TORNADO",0,6,1999-09-04
"377273","VA","FLASH FLOOD",0,1,1999-09-05
"377323","VA","HURRICANE",1,0,1999-09-15
"377341","VA","HIGH WIND",1,1,1999-09-15
"377342","VA","FLOOD",1,0,1999-09-16
"377377","VA","TROPICAL STORM",1,0,1999-09-16
"377491","WA","AVALANCHE",1,0,1999-01-18
"377511","WA","WINTER STORM",1,1,1999-02-10
"377512","WA","AVALANCHE",2,0,1999-02-14
"377532","WA","HIGH WIND",1,0,1999-03-02
"377560","WA","LIGHTNING",0,1,1999-07-17
"377566","WA","LIGHTNING",0,2,1999-08-03
"377575","WA","LIGHTNING",0,6,1999-08-07
"377587","WA","DUST STORM",0,4,1999-09-25
"377589","WA","HIGH WIND",1,0,1999-10-27
"377595","WA","HEAVY RAIN",0,1,1999-11-26
"377612","WV","ICE STORM",1,0,1999-01-08
"377614","WV","WINTER STORM",0,1,1999-01-08
"377629","WV","FLASH FLOOD",1,0,1999-01-21
"377675","WV","TSTM WIND",0,1,1999-04-08
"377680","WV","TSTM WIND",0,1,1999-04-09
"377744","WV","UNSEASONABLY WARM",0,3,1999-06-07
"377749","WV","EXCESSIVE HEAT",0,3,1999-07-04
"377793","WV","TSTM WIND",0,2,1999-07-31
"377862","WV","TSTM WIND",0,1,1999-09-29
"377889","WV","WILD/FOREST FIRE",1,0,1999-11-09
"377909","WI","WINTER STORM",0,6,1999-01-01
"377911","WI","BLIZZARD",0,5,1999-01-02
"377920","WI","HEAVY SNOW",1,20,1999-01-24
"377947","WI","TSTM WIND",0,1,1999-02-11
"377948","WI","TSTM WIND",0,3,1999-02-11
"377968","WI","LIGHTNING",0,1,1999-04-03
"378032","WI","LIGHTNING",0,1,1999-05-17
"378038","WI","TSTM WIND",0,1,1999-05-17
"378040","WI","LIGHTNING",0,1,1999-05-31
"378118","WI","TSTM WIND",0,2,1999-06-06
"378122","WI","LIGHTNING",0,1,1999-06-06
"378141","WI","LIGHTNING",0,1,1999-06-06
"378248","WI","LIGHTNING",0,1,1999-06-09
"378254","WI","LIGHTNING",0,3,1999-06-10
"378269","WI","TSTM WIND",0,1,1999-06-10
"378291","WI","LIGHTNING",0,2,1999-06-11
"378350","WI","TSTM WIND",1,0,1999-07-05
"378379","WI","LIGHTNING",0,1,1999-07-08
"378384","WI","TORNADO",0,3,1999-07-08
"378390","WI","LIGHTNING",0,1,1999-07-08
"378505","WI","LIGHTNING",0,1,1999-07-23
"378507","WI","LIGHTNING",0,1,1999-07-23
"378554","WI","FLASH FLOOD",0,1,1999-07-25
"378562","WI","EXCESSIVE HEAT",1,0,1999-07-28
"378571","WI","EXCESSIVE HEAT",8,0,1999-07-29
"378596","WI","LIGHTNING",1,0,1999-07-30
"378605","WI","TSTM WIND",0,2,1999-07-30
"378617","WI","TSTM WIND",2,0,1999-07-30
"378720","WY","ICE ROADS",0,1,1999-01-23
"378738","WY","ICY ROADS",1,3,1999-03-05
"378746","WY","ICY ROADS",0,2,1999-03-27
"378875","WY","LIGHTNING",0,1,1999-07-20
"378881","WY","LIGHTNING",2,0,1999-07-24
"378883","WY","LIGHTNING",0,2,1999-08-05
"378931","WY","HIGH WIND",0,1,1999-09-25
"378934","WY","WINTER STORM",1,1,1999-09-28
"378938","WY","HIGH WIND",1,1,1999-11-24
"378940","WY","HIGH WIND",0,1,1999-11-25
"378941","WY","WINTER STORM",1,4,1999-12-03
"379006","GU","RIP CURRENTS",0,3,1999-01-21
"379007","GU","RIP CURRENTS",1,0,1999-02-05
"379008","GU","RIP CURRENTS",0,2,1999-02-07
"379014","GU","RIP CURRENTS",0,1,1999-03-26
"379015","GU","RIP CURRENTS",1,0,1999-04-11
"379049","PR","RIP CURRENTS",1,0,1999-02-08
"379051","PR","RIP CURRENTS",2,0,1999-03-11
"379061","PR","HEAVY RAIN",1,0,1999-05-30
"379076","PR","HEAVY RAIN",1,0,1999-06-09
"379100","PR","HEAVY RAIN",1,0,1999-08-22
"379101","PR","FLASH FLOOD",0,1,1999-08-23
"379105","PR","LIGHTNING",0,2,1999-08-31
"379137","PR","HEAVY RAIN",2,0,1999-10-24
"379201","AL","TORNADO",0,1,2000-01-09
"379264","AL","TSTM WIND",0,1,2000-02-13
"379366","AL","TSTM WIND",1,0,2000-03-10
"379441","AL","LIGHTNING",0,1,2000-04-02
"379455","AL","TORNADO",1,6,2000-04-02
"379502","AL","HIGH WIND",1,0,2000-04-08
"379570","AL","LIGHTNING",0,1,2000-05-25
"379582","AL","LIGHTNING",0,1,2000-06-16
"379591","AL","TSTM WIND",1,0,2000-06-22
"379596","AL","EXCESSIVE HEAT",1,0,2000-06-24
"379599","AL","EXCESSIVE HEAT",1,0,2000-06-25
"379609","AL","LIGHTNING",0,1,2000-06-25
"379612","AL","LIGHTNING",0,1,2000-06-25
"379636","AL","EXCESSIVE HEAT",2,0,2000-07-14
"379661","AL","TSTM WIND",0,1,2000-07-20
"379663","AL","TSTM WIND",0,2,2000-07-20
"379672","AL","TSTM WIND",0,1,2000-07-20
"379680","AL","TSTM WIND",0,2,2000-07-20
"379687","AL","TSTM WIND",0,1,2000-07-20
"379695","AL","TSTM WIND",0,1,2000-07-20
"379825","AL","TSTM WIND",0,1,2000-08-10
"379915","AL","LIGHTNING",0,1,2000-09-01
"379934","AL","LIGHTNING",0,5,2000-09-23
"379959","AL","FOG",0,8,2000-11-03
"379961","AL","TORNADO",0,2,2000-11-06
"379999","AL","FOG",0,12,2000-11-28
"380013","AL","TORNADO",1,9,2000-12-16
"380024","AL","TORNADO",11,144,2000-12-16
"380033","AL","TORNADO",0,2,2000-12-16
"380039","AL","TORNADO",0,14,2000-12-16
"380069","AL","EXTREME COLD",1,0,2000-12-31
"380114","AK","WINTER STORM",2,0,2000-01-26
"380115","AK","AVALANCHE",1,1,2000-01-26
"380122","AK","HEAVY SNOW",1,0,2000-01-27
"380128","AK","EXTREME COLD",1,0,2000-01-29
"380138","AK","AVALANCHE",1,2,2000-02-01
"380202","AK","EXTREME WINDCHILL",1,0,2000-03-23
"380213","AK","AVALANCHE",1,0,2000-04-08
"380214","AK","AVALANCHE",1,1,2000-04-08
"380230","AK","WILD/FOREST FIRE",0,9,2000-05-18
"380237","AK","EXCESSIVE HEAT",1,0,2000-06-24
"380305","AK","HIGH WIND",0,2,2000-11-02
"380336","AK","AVALANCHE",1,0,2000-12-09
"380348","AK","HEAVY SNOW",2,0,2000-12-17
"380372","AZ","WINTER STORM",1,0,2000-03-05
"380373","AZ","WINTER STORM",2,10,2000-03-05
"380375","AZ","DUST STORM",0,3,2000-03-07
"380377","AZ","WINTER STORM",5,0,2000-03-20
"380419","AZ","LIGHTNING",0,2,2000-06-29
"380440","AZ","LIGHTNING",0,2,2000-07-28
"380460","AZ","DRY MICROBURST",0,1,2000-08-06
"380544","AZ","LIGHTNING",1,2,2000-08-12
"380564","AZ","TSTM WIND",0,1,2000-08-16
"380567","AZ","TSTM WIND",0,1,2000-08-17
"380573","AZ","TSTM WIND",0,4,2000-08-17
"380578","AZ","LIGHTNING",0,7,2000-08-22
"380606","AZ","DUST STORM",0,3,2000-09-14
"380611","AZ","TSTM WIND/HAIL",0,1,2000-10-07
"380621","AZ","LIGHTNING",0,1,2000-10-19
"380623","AZ","LIGHTNING",0,4,2000-10-19
"380624","AZ","LIGHTNING",0,1,2000-10-21
"380625","AZ","LIGHTNING",1,1,2000-10-21
"380629","AZ","FLASH FLOOD",1,0,2000-10-22
"380687","AR","TSTM WIND",0,1,2000-01-03
"380705","AR","WINTER STORM",1,0,2000-01-27
"380716","AR","TORNADO",0,2,2000-02-13
"380733","AR","TORNADO",0,9,2000-02-18
"381011","AR","TSTM WIND",0,2,2000-05-12
"381029","AR","TSTM WIND",0,1,2000-05-12
"381035","AR","TSTM WIND",0,1,2000-05-12
"381084","AR","TSTM WIND",1,2,2000-05-19
"381230","AR","TORNADO",0,1,2000-05-27
"381271","AR","EXCESSIVE HEAT",1,0,2000-07-08
"381332","AR","TSTM WIND",0,1,2000-07-20
"381365","AR","TSTM WIND",1,0,2000-07-20
"381369","AR","TSTM WIND",0,2,2000-07-20
"381397","AR","TSTM WIND",0,1,2000-08-18
"381416","AR","TSTM WIND",1,0,2000-08-21
"381419","AR","LIGHTNING",0,1,2000-08-22
"381424","AR","LIGHTNING",0,1,2000-08-23
"381460","AR","TSTM WIND",0,1,2000-09-02
"381511","CA","HIGH WIND",0,2,2000-01-05
"381513","CA","WILD/FOREST FIRE",0,1,2000-01-06
"381527","CA","FOG",0,1,2000-01-12
"381553","CA","HEAVY RAIN",0,1,2000-01-22
"381610","CA","WIND",1,4,2000-02-03
"381615","CA","HEAVY RAIN",1,4,2000-02-10
"381616","CA","HEAVY RAIN",2,3,2000-02-10
"381618","CA","HEAVY RAIN",0,1,2000-02-10
"381660","CA","HIGH WIND",1,0,2000-02-13
"381700","CA","TSTM WIND",0,1,2000-02-23
"381708","CA","HEAVY RAIN",0,1,2000-02-26
"381720","CA","HAIL",0,4,2000-02-27
"381728","CA","LIGHTNING",0,3,2000-03-03
"381732","CA","WINTER STORM",3,13,2000-03-04
"381735","CA","URBAN/SML STREAM FLD",0,2,2000-03-05
"381738","CA","HIGH WIND",0,15,2000-03-05
"381743","CA","FLASH FLOOD",1,0,2000-03-05
"381748","CA","HAIL",1,0,2000-03-06
"381762","CA","URBAN/SML STREAM FLD",2,4,2000-03-08
"381769","CA","RIP CURRENTS",3,0,2000-03-25
"381771","CA","FOG",0,4,2000-03-28
"381789","CA","HEAVY RAIN",0,2,2000-04-17
"381792","CA","RIP CURRENTS",1,0,2000-04-17
"381793","CA","LIGHTNING",0,1,2000-04-17
"381797","CA","SMALL HAIL",0,4,2000-04-17
"381814","CA","HEAVY SURF",0,4,2000-04-22
"381815","CA","FOG",0,32,2000-04-22
